Vendor_ID,Vendor_Name,Category,Country,Region,Status,Onboarding_Date,Last_Updated,Contact_Email,Account_Code,Data_Source,Verified_By,Record_Status
VND-0079,Vendor Alpha 259,Marketing,Germany,EMEA,Active,25/09/2019,17/04/2020,vendor.alpha.259@vendor.com,ACC-2213,SAP,Ravi K.,Clean
VND-0030,Vendor Gamma 688,Legal,UK,EMEA,Active,25/10/2019,29/10/2019,vendor.gamma.688@vendor.com,ACC-2638,SAP,Sarah L.,Clean
VND-0683,Vendor Beta 510,Operations,Canada,AMER,Active,16/09/2019,28/12/2019,vendor.beta.510@vendor.com,ACC-6527,Legacy System,Anita M.,Clean
VND-0236,Vendor Beta 700,Legal,Canada,AMER,Active,25/11/2022,24/01/2023,vendor.beta.700@yahoo.com,ACC-9802,Legacy System,Sarah L.,Clean
VND-0811,Vendor Group 585,it,Germany,EMEA,Under Review,05/10/2021,17/06/2022,plaintext,ACC-6384,SAP,Anita M.,Clean
VND-0632,Vendor Services 777,Legal,Canada,AMER,Active,2023.06.15,06/01/2025,vendor.services.777@yahoo.com,ACC-2522,Legacy System,Priya S.,Clean
VND-0166,Vendor Beta 970,Logistics,Canada,AMER,Active,02/12/2022,15/12/2022,vendor.beta.970@vendor.com,ACC-1872,Legacy System,Sarah L.,Clean
VND-0552,Vendor Epsilon 331,HR,Singapore,APAC,Active,30/01/2020,23/10/2020,vendor.epsilon.331@gmail.com,ACC-1717,Oracle,Ravi K.,Clean
VND-0717,Vendor Gamma 920,Marketing,UK,EMEA,Active,30/11/2021,26/03/2022,vendor.gamma.920@vendor.com,ACC-7093,Manual Entry,Priya S.,Clean
VND-0066,Vendor Group 309,Marketing,Singapore,APAC,Active,10/05/2020,23/02/2021,vendor.group.309@gmail.com,ACC-6688,Legacy System,,Clean
VND-0142,Vendor Alpha 510,Legal,Germany,EMEA,Active,07/04/2023,04/01/2024,vendor.alpha.510@yahoo.com,ACC-9196,Manual Entry,Priya S.,Clean
VND-0214,Vendor Global 306,Logistics,UK,EMEA,Inactive,29/04/2021,17/04/2022,vendor.global.306@vendor.com,ACC-6194,Legacy System,Anita M.,Clean
VND-0378,Vendor Omega 566,Opreations,Canada,AMER,Active,20/02/2024,26/02/2024,vendor.omega.566@corp.net,ACC-9561,Legacy System,Priya S.,Clean
VND-0295,Vendor Global 518,Legal,Germany,EMEA,Active,07/07/2024,04/02/2025,vendor.global.518@vendor.com,ACC-9006,Oracle,Priya S.,Clean
VND-0653,Vendor Global 798,IT,Germany,EMEA,Active,05/04/2024,23/01/2025,vendor.global.798@outlook.com,ACC-7897,Manual Entry,Anita M.,Clean
VND-0366,Vendor Alpha 327,Finance,India,APAC,Active,27/11/2020,07/06/2021,,ACC-2228,SAP,Anita M.,Clean
VND-0437,Vendor Omega 617,Legal,Singapore,APAC,INACTIVE,09/07/2022,08/07/2023,vendor.omega.617@corp.net,ACC-4560,Oracle,Ravi K.,Clean
VND-0829,Vendor Delta 447,Marketing,Singapore,APAC,Inactive,20/02/2021,05/04/2021,vendor.delta.447@outlook.com,ACC-8592,Oracle,James T.,Clean
VND-0882,Vendor Ltd 944,HR,UK,EMEA,Active,07/04/2023,03/10/2023,vendor.ltd.944@yahoo.com,ACC-9361,Manual Entry,Priya S.,Clean
VND-0287,Vendor Global 437,HR,USA,AMER,Inactive,25/01/2021,30/04/2021,vendor.global.437@vendor.com,ACC-7481,SAP,,Clean
VND-0050,Vendor Prime 626,Marketing,Canada,AMER,Active,25/08/2023,12/07/2024,vendor.prime.626@corp.net,ACC-4185,Legacy System,James T.,Clean
VND-0714,Vendor Global 955,Logistics,Germany,EMEA,Active,24/12/2023,18/11/2024,vendor.global.955@gmail.com,ACC-5776,Oracle,Priya S.,Clean
VND-0618,Vendor Services 695,Finance,Australia,APAC,Active,03/05/2021,22/02/2022,vendor.services.695@outlook.com,ACC-6793,SAP,Ravi K.,Clean
VND-0450,Vendor Epsilon 224,Marketing,Australia,APAC,Active,06/02/2019,05/04/2019,vendor.epsilon.224@outlook.com,ACC-8301,Oracle,,Clean
VND-0332,Vendor Delta 824,Operations,India,APAC,Under Review,10/10/2019,04/06/2020,,ACC-6090,Manual Entry,Priya S.,Clean
VND-0886,Vendor Ltd 10,Legal,USA,AMER,Active,25/06/2024,12/01/2025,vendor.ltd.10@corp.net,ACC-2329,SAP,Sarah L.,Clean
VND-0527,Vendor Services 291,HR,Singapore,APAC,Active,27/11/2024,22/02/2025,vendor.services.291@gmail.com,ACC-1575,Manual Entry,Anita M.,Clean
VND-0482,Vendor Services 678,Marketing,UK,EMEA,Under Review,06/06/2021,21/01/2022,vendor.services.678@corp.net,ACC-8723,Legacy System,Ravi K.,Clean
VND-0099,Vendor Alpha 326,Legal,Germany,EMEA,Inactive,11/04/2023,25/10/2023,vendor.alpha.326@yahoo.com,ACC-9115,SAP,Ravi K.,Clean
VND-0668,Vendor Gamma 260,Finance,Germany,EMEA,Active,07/11/2019,29/09/2020,vendor.gamma.260@vendor.com,ACC-5528,Legacy System,,Clean
VND-0590,Vendor Alpha 781,Operations,Australia,APAC,Active,03/08/2021,04/06/2022,vendor.alpha.781@yahoo.com,ACC-4783,SAP,Anita M.,Clean
VND-0034,Vendor Solutions 650,Marketing,UK,EMEA,Active,25/10/2021,20/11/2021,vendor.solutions.650@gmail.com,ACC-7939,Manual Entry,Priya S.,Clean
VND-0032,Vendor Corp 557,Legal,UK,EMEA,Active,06/12/2024,10/12/2024,vendor.corp.557@corp.net,ACC-5905,SAP,Ravi K.,Clean
VND-0733,Vendor Alpha 811,IT,USA,AMER,Active,19/04/2024,21/06/2024,vendor.alpha.811@outlook.com,ACC-7834,Oracle,James T.,Clean
VND-0193,Vendor Ltd 727,Logistics,UK,EMEA,Under Review,26/10/2024,20/03/2025,vendor.ltd.727@gmail.com,ACC-5105,Oracle,,Clean
VND-0917,Vendor Delta 944,IT,Canada,AMER,Active,13/02/2021,14/11/2021,vendor.delta.944@outlook.com,ACC-3434,Manual Entry,Ravi K.,Clean
VND-0207,Vendor Ltd 628,Finance,USA,AMER,Active,10/05/2022,09/03/2023,vendor.ltd.628@outlook.com,ACC-9311,Legacy System,,Clean
VND-0238,Vendor Omega 844,Logistics,USA,AMER,Active,27/09/2020,15/02/2021,,ACC-2848,SAP,,Clean
VND-0307,Vendor Corp 217,HR,UK,EMEA,Active,07/03/2022,26/08/2022,vendor.corp.217@corp.net,ACC-3139,Legacy System,Anita M.,Clean
VND-0828,Vendor Delta 115,Marketing,India,APAC,Active,09/02/2021,22/02/2021,vendor.delta.115@yahoo.com,ACC-8882,Oracle,,Clean
VND-0291,Vendor Zeta 866,HR,Australia,APAC,Active,03/05/2022,13/03/2023,vendor.zeta.866@corp.net,ACC-2388,Oracle,Anita M.,Clean
VND-0110,Vendor Corp 703,Marketing,Singapore,APAC,Under Review,27/07/2024,20/12/2024,vendor.corp.703@yahoo.com,ACC-6772,Oracle,,Clean
VND-0884,Vendor Delta 626,Operations,Canada,AMER,Active,04/11/2022,25/09/2023,vendor.delta.626@outlook.com,,Manual Entry,Ravi K.,Clean
VND-0078,Vendor Corp 771,HR,India,APAC,Inactive,10/03/2022,,vendor.corp.771@vendor.com,ACC-8216,Manual Entry,Ravi K.,Clean
VND-0784,Vendor Delta 148,IT,USA,AMER,Active,29/01/2022,11/09/2022,vendor.delta.148@vendor.com,ACC-5166,SAP,James T.,Clean
VND-0881,Vendor Omega 985,Operations,Germany,EMEA,Active,18/03/2024,29/01/2025,vendor.omega.985@outlook.com,ACC-3742,SAP,Priya S.,Clean
VND-0083,Vendor Omega 462,Legal,Australia,APAC,Active,14/05/2019,09/09/2019,vendor.omega.462@outlook.com,ACC-5632,Legacy System,Priya S.,Clean
VND-0517,Vendor Global 547,Legal,UK,EMEA,Inactive,13/05/2022,18/09/2022,vendor.global.547@corp.net,ACC-1781,Legacy System,Priya S.,Clean
VND-0329,Vendor Solutions 741,IT,USA,AMER,Inactive,11/01/2019,02/02/2019,vendor.solutions.741@gmail.com,ACC-5006,SAP,James T.,Clean
VND-0345,Vendor Gamma 203,Marketing,Germany,EMEA,Active,11/12/2019,04/10/2020,vendor.gamma.203@corp.net,ACC-5240,SAP,Priya S.,Clean
VND-0787,Vendor Omega 317,Legal,Singapore,APAC,Active,14/05/2020,11/02/2021,vendor.omega.317@yahoo.com,ACC-8248,Legacy System,Priya S.,Clean
VND-0905,Vendor Tech 447,Operations,Singapore,APAC,Inactive,28/06/2022,22/04/2023,vendor.tech.447@corp.net,ACC-3385,Oracle,James T.,Clean
VND-0389,Vendor Alpha 167,Marketing,Australia,APAC,Inactive,27/05/2021,17/09/2021,vendor.alpha.167@yahoo.com,ACC-4387,Manual Entry,,Clean
VND-0003,Vendor Prime 604,Finance,Canada,AMER,Inactive,15/10/2020,07/10/2021,vendor.prime.604@vendor.com,ACC-6574,Manual Entry,Ravi K.,Clean
VND-0102,Vendor Beta 873,Finance,Canada,AMER,Active,25/12/2024,07/07/2025,vendor.beta.873@outlook.com,ACC-8994,SAP,Sarah L.,Clean
VND-0665,Vendor Alpha 689,IT,Canada,AMER,Active,12/08/2023,01/10/2023,vendor.alpha.689@corp.net,ACC-2702,Legacy System,Anita M.,Clean
VND-0346,Vendor Beta 203,Legal,Germany,EMEA,Inactive,12/01/2020,29/06/2020,vendor.beta.203@gmail.com,ACC-1699,Legacy System,Priya S.,Clean
VND-0261,Vendor Prime 58,Legal,India,APAC,Inactive,05/12/2019,16/08/2020,vendor.prime.58@vendor.com,ACC-6427,SAP,Sarah L.,Clean
VND-0209,Vendor Corp 705,Legal,India,APAC,Active,23/12/2021,23/11/2022,vendor.corp.705@corp.net,ACC-4728,SAP,Sarah L.,Clean
VND-0697,Vendor Services 199,Legal,UK,EMEA,Under Review,08/04/2021,26/09/2021,vendor.services.199@yahoo.com,ACC-1525,SAP,Anita M.,Clean
VND-0006,Vendor Delta 722,IT,India,APAC,Active,31/03/2022,10/05/2022,vendor.delta.722@yahoo.com,ACC-2654,Legacy System,Anita M.,Clean
VND-0055,Vendor Services 293,Logistics,UK,EMEA,Active,27/11/2019,05/02/2020,vendor.services.293@yahoo.com,ACC-4788,Legacy System,,Clean
VND-0558,Vendor Beta 785,Legal,Australia,APAC,Active,22/02/2024,15/02/2025,vendor.beta.785@vendor.com,ACC-2705,Oracle,Ravi K.,Clean
VND-0854,Vendor Corp 793,Finance,Singapore,APAC,Active,31/08/2024,26/10/2024,vendor.corp.793@gmail.com,ACC-7110,Manual Entry,,Clean
VND-0382,Vendor Services 487,Finance,UK,EMEA,Active,26/05/2022,01/11/2022,vendor.services.487@outlook.com,ACC-9054,SAP,Ravi K.,Clean
VND-0835,Vendor Services 447,Fianance,USA,AMER,Active,26/02/2021,24/10/2021,vendor.services.447@outlook.com,ACC-8178,Oracle,Sarah L.,Clean
VND-0098,Vendor Zeta 566,Marketing,Australia,APAC,Active,11/08/2022,15/11/2022,vendor.zeta.566@yahoo.com,ACC-7274,Oracle,James T.,Clean
VND-0595,Vendor Beta 463,HR,Canada,AMER,Inactive,03/10/2021,25/06/2022,vendor.beta.463@corp.net,ACC-7481,SAP,Sarah L.,Clean
VND-0205,Vendor Beta 404,Finance,Canada,AMER,Under Review,06/02/2023,20/04/2023,vendor.beta.404@yahoo.com,ACC-9341,Legacy System,Sarah L.,Clean
VND-0255,Vendor Gamma 863,Legal,USA,AMER,Active,10/09/2020,14/09/2020,vendor.gamma.863@yahoo.com,ACC-9285,Legacy System,Anita M.,Clean
VND-0626,Vendor Group 675,Legal,UK,EMEA,Active,02/07/2022,25/05/2023,vendor.group.675@yahoo.com,ACC-6257,Oracle,Ravi K.,Clean
VND-0941,Vendor Tech 41,Legal,India,APAC,Active,13/02/2024,08/08/2024,vendor.tech.41@outlook.com,ACC-7407,Oracle,James T.,Clean
VND-0387,Vendor Global 407,Legal,India,APAC,Active,17/09/2021,26/03/2022,vendor.global.407@vendor.com,ACC-8308,Oracle,James T.,Clean
VND-0855,Vendor Global 363,IT,India,APAC,Inactive,25/05/2020,09/01/2021,vendor.global.363@outlook.com,ACC-1085,Legacy System,Anita M.,Clean
VND-0851,Vendor Tech 943,Logistics,Singapore,APAC,Active,20/04/2021,23/01/2022,vendor.tech.943@corp.net,ACC-8244,Manual Entry,,Clean
VND-0026,Vendor Epsilon 223,IT,Australia,APAC,Inactive,07/09/2019,14/02/2020,vendor.epsilon.223@gmail.com,ACC-1821,Legacy System,Sarah L.,Clean
VND-0085,Vendor Gamma 931,Finance,Canada,AMER,Active,02/09/2019,25/11/2019,vendor.gamma.931@outlook.com,ACC-5728,Legacy System,Priya S.,Clean
VND-0011,Vendor Gamma 522,HR,India,APAC,Inactive,25/03/2020,11/06/2020,vendor.gamma.522@yahoo.com,ACC-7916,SAP,James T.,Clean
VND-0644,Vendor Ltd 563,IT,India,APAC,Inactive,11/01/2023,08/03/2023,vendor.ltd.563@outlook.com,ACC-1510,Oracle,James T.,Clean
VND-0448,Vendor Global 367,IT,Canada,AMER,Inactive,22/11/2024,14/03/2025,vendor.global.367@yahoo.com,ACC-9529,SAP,Sarah L.,Clean
VND-0409,Vendor Gamma 217,Legal,India,APAC,Active,23/11/2020,25/01/2021,vendor.gamma.217@outlook.com,ACC-1612,Legacy System,,Clean
VND-0362,Vendor Zeta 764,IT,USA,AMER,Active,01/08/2022,25/10/2022,vendor.zeta.764@gmail.com,ACC-6500,Legacy System,Priya S.,Clean
VND-0468,Vendor Zeta 794,Finance,Germany,EMEA,Active,20/12/2020,15/11/2021,vendor.zeta.794@corp.net,ACC-2343,Manual Entry,Ravi K.,Clean
VND-0535,Vendor Corp 71,Logistics,USA,AMER,Active,09/02/2024,21/12/2024,vendor.corp.71@vendor.com,ACC-5458,Legacy System,Ravi K.,Clean
VND-0486,Vendor Tech 40,Marketing,Australia,APAC,Active,26/04/2020,12/06/2020,vendor.tech.40@vendor.com,ACC-3135,SAP,,Clean
VND-0248,Vendor Delta 960,Logistics,Singapore,APAC,Active,15/05/2024,16/09/2024,vendor.delta.960@corp.net,ACC-4350,Legacy System,Ravi K.,Clean
VND-0119,Vendor Tech 418,Finance,India,APAC,Active,08/06/2021,21/01/2022,vendor.tech.418@vendor.com,ACC-4868,Manual Entry,Priya S.,Clean
VND-0347,Vendor Gamma 947,Operations,Germany,EMEA,Inactive,06/06/2023,15/02/2024,vendor.gamma.947@gmail.com,ACC-7270,Legacy System,Ravi K.,Clean
VND-0251,Vendor Alpha 577,Marketing,USA,AMER,Inactive,08/03/2019,19/07/2019,vendor.alpha.577@corp.net,ACC-7841,Manual Entry,Ravi K.,Clean
VND-0469,Vendor Ltd 552,Logistics,UK,EMEA,Inactive,10/11/2019,18/12/2019,vendor.ltd.552@gmail.com,ACC-9309,SAP,Sarah L.,Clean
VND-0507,Vendor Services 205,Logistics,Singapore,APAC,Active,23/12/2021,07/04/2022,vendor.services.205@yahoo.com,ACC-4322,Oracle,Sarah L.,Clean
VND-0197,Vendor Delta 825,Marketing,Singapore,APAC,Active,01/02/2024,09/03/2024,vendor.delta.825@gmail.com,ACC-3589,Legacy System,James T.,Clean
VND-0594,Vendor Omega 415,Marketing,India,APAC,Active,08/04/2023,15/09/2023,vendor.omega.415@vendor.com,ACC-9784,SAP,Sarah L.,Clean
VND-0082,Vendor Solutions 217,Finance,Singapore,APAC,Active,09/09/2021,06/12/2021,vendor.solutions.217@corp.net,,Oracle,Priya S.,Clean
VND-0430,Vendor Prime 117,IT,Canada,AMER,Active,09/01/2019,02/07/2019,vendor.prime.117@outlook.com,ACC-5783,Manual Entry,,Clean
VND-0454,Vendor Beta 216,Legal,Singapore,APAC,Inactive,04/10/2023,26/11/2023,vendor.beta.216@yahoo.com,ACC-9810,Legacy System,,Clean
VND-0623,Vendor Gamma 195,Finance,Germany,EMEA,Inactive,14/11/2024,21/04/2025,vendor.gamma.195@outlook.com,ACC-3347,SAP,Sarah L.,Clean
VND-0240,Vendor Solutions 721,Marketing,India,APAC,Active,01/07/2019,22/01/2020,vendor.solutions.721@vendor.com,ACC-4839,Oracle,Priya S.,Clean
VND-0333,Vendor Global 468,IT,UK,EMEA,Active,29/05/2022,12/04/2023,vendor.global.468@yahoo.com,ACC-8600,Manual Entry,Sarah L.,Clean
VND-0212,Vendor Gamma 532,Logistics,Australia,APAC,Active,13/05/2024,06/02/2025,vendor.gamma.532@vendor.com,ACC-6140,Oracle,James T.,Clean
VND-0705,Vendor Group 142,Marketing,Singapore,APAC,Active,26/02/2023,12/01/2024,vendor.group.142@vendor.com,ACC-1022,SAP,James T.,Clean
VND-0514,Vendor Omega 718,Marketing,UK,EMEA,Active,29/06/2023,19/11/2023,vendor.omega.718@vendor.com,ACC-3947,Oracle,Sarah L.,Clean
VND-0906,Vendor Epsilon 618,Finance,UK,EMEA,Active,03/02/2019,26/10/2019,vendor.epsilon.618@corp.net,ACC-3369,SAP,Ravi K.,Clean
VND-0228,Vendor Beta 655,Finance,UK,EMEA,Active,16/06/2021,23/08/2021,vendor.beta.655@vendor.com,ACC-3509,Legacy System,,Clean
VND-0858,Vendor Zeta 529,Operations,USA,AMER,Inactive,19/01/2023,,vendor.zeta.529@gmail.com,ACC-3401,Legacy System,James T.,Clean
VND-0322,Vendor Omega 85,Legal,Australia,APAC,Active,17/09/2020,06/02/2021,vendor.omega.85@gmail.com,ACC-6077,SAP,Sarah L.,Clean
VND-0782,Vendor Corp 144,Logistics,India,,Active,11/08/2024,11/10/2024,vendor.corp.144@corp.net,ACC-9605,Manual Entry,James T.,Clean
VND-0479,Vendor Services 837,IT,Singapore,APAC,Active,14/09/2022,11/11/2022,vendor.services.837@vendor.com,ACC-8844,Legacy System,Ravi K.,Clean
VND-0371,Vendor Epsilon 84,HR,Canada,AMER,Active,17/06/2023,13/02/2024,vendor.epsilon.84@vendor.com,ACC-5341,SAP,,Clean
VND-0343,Vendor Delta 992,Finance,Germany,EMEA,Active,09/05/2022,19/09/2022,vendor.delta.992@yahoo.com,ACC-1509,Legacy System,James T.,Clean
VND-0530,Vendor Global 233,Marketing,India,APAC,Active,07/02/2023,06/09/2023,vendor.global.233@outlook.com,ACC-3551,Manual Entry,Priya S.,Clean
VND-0299,Vendor Services 850,Legal,Canada,AMER,Active,13/05/2019,29/12/2019,vendor.services.850@outlook.com,ACC-6711,SAP,James T.,Clean
VND-0603,Vendor Alpha 638,Marketing,UK,EMEA,Active,31/07/2024,12/04/2025,vendor.alpha.638@corp.net,ACC-1094,Legacy System,Ravi K.,Clean
VND-0008,Vendor Services 251,Logistics,Germany,EMEA,Active,18/06/2021,03/06/2022,vendor.services.251@outlook.com,ACC-1916,Oracle,Priya S.,Clean
VND-0156,Vendor Epsilon 742,Marketing,Singapore,APAC,Under Review,07/09/2020,24/02/2021,vendor.epsilon.742@gmail.com,ACC-3317,Manual Entry,Anita M.,Clean
VND-0532,Vendor Ltd 504,Marketing,Germany,EMEA,Active,30/10/2023,27/03/2024,vendor.ltd.504@corp.net,ACC-4788,SAP,Sarah L.,Clean
VND-0845,Vendor Delta 855,Marketing,Germany,EMEA,Active,30/08/2024,25/11/2024,vendor.delta.855@gmail.com,ACC-5358,Manual Entry,,Clean
VND-0636,Vendor Corp 732,Marketing,India,APAC,Active,18/10/2019,20/03/2020,vendor.corp.732@corp.net,ACC-8552,Legacy System,Sarah L.,Clean
VND-0925,Vendor Delta 272,Legal,India,APAC,Active,04/12/2019,02/05/2020,vendor.delta.272@corp.net,ACC-9401,SAP,Anita M.,Clean
VND-0867,Vendor Epsilon 580,HR,UK,EMEA,Inactive,30/04/2024,06/03/2025,vendor.epsilon.580@yahoo.com,ACC-3269,Legacy System,James T.,Clean
VND-0785,Vendor Global 384,Legal,India,APAC,Active,02/10/2023,01/06/2024,vendor.global.384@yahoo.com,ACC-5550,Oracle,Anita M.,Clean
VND-0758,Vendor Epsilon 151,Marketing,Germany,EMEA,Active,23/10/2021,30/06/2022,vendor.epsilon.151@vendor.com,ACC-4781,Oracle,Priya S.,Clean
VND-0931,Vendor Corp 572,IT,UK,EMEA,Active,09/06/2020,12/11/2020,vendor.corp.572@gmail.com,ACC-9188,Manual Entry,Anita M.,Clean
VND-0916,Vendor Gamma 904,Logistics,Canada,AMER,Active,21/12/2024,02/07/2025,vendor.gamma.904@outlook.com,ACC-6209,Legacy System,,Clean
VND-0395,Vendor Group 878,Marketing,Canada,AMER,Active,02/08/2022,16/07/2023,vendor.group.878@yahoo.com,ACC-1417,Legacy System,Anita M.,Clean
VND-0856,Vendor Delta 825,Legal,Australia,APAC,Active,24/12/2024,24/10/2025,vendor.delta.825@yahoo.com,ACC-6739,Manual Entry,Anita M.,Clean
VND-0679,Vendor Group 554,Legal,UK,EMEA,Active,15/01/2024,23/01/2024,vendor.group.554@gmail.com,ACC-6558,SAP,Anita M.,Clean
VND-0498,Vendor Alpha 803,Operations,Australia,APAC,Active,06/08/2021,16/06/2022,vendor.alpha.803@yahoo.com,ACC-1590,Manual Entry,Ravi K.,Clean
VND-0797,Vendor Zeta 175,Operations,India,APAC,Active,23/11/2024,03/07/2025,vendor.zeta.175@vendor.com,ACC-9096,SAP,Ravi K.,Clean
VND-0515,Vendor Solutions 235,Marketing,India,APAC,Inactive,23/08/2021,03/06/2022,vendor.solutions.235@vendor.com,ACC-7240,Oracle,Ravi K.,Clean
VND-0229,Vendor Tech 383,HR,Singapore,APAC,Active,12/04/2024,12/01/2025,vendor.tech.383@yahoo.com,ACC-5054,SAP,Sarah L.,Clean
VND-0334,Vendor Prime 792,Marketing,USA,AMER,Inactive,01/10/2021,17/12/2021,vendor.prime.792@gmail.com,ACC-7718,SAP,Ravi K.,Clean
VND-0716,Vendor Solutions 806,Finance,Germany,EMEA,Active,11/12/2024,17/09/2025,vendor.solutions.806@vendor.com,ACC-8503,Manual Entry,Sarah L.,Clean
VND-0213,,Finance,Australia,APAC,Active,18/12/2021,26/10/2022,vendor.ltd.546@vendor.com,ACC-4150,Oracle,Anita M.,Clean
VND-0080,Vendor Gamma 831,Operations,UK,EMEA,Active,13/10/2021,12/12/2021,vendor.gamma.831@corp.net,ACC-7818,Oracle,Sarah L.,Clean
VND-0149,Vendor Ltd 904,Operations,Singapore,APAC,Active,16/08/2022,03/07/2023,vendor.ltd.904@outlook.com,ACC-3473,Legacy System,Priya S.,Clean
VND-0303,Vendor Epsilon 888,Legal,USA,AMER,Inactive,27/06/2020,01/11/2020,vendor.epsilon.888@yahoo.com,ACC-6277,Oracle,,Clean
VND-0931,Vendor Corp 572,IT,UK,EMEA,Active,09/06/2020,12/11/2020,vendor.corp.572@gmail.com,ACC-9188,Manual Entry,Anita M.,Clean
VND-0484,Vendor Solutions 351,HR,Australia,APAC,Active,30/07/2021,08/02/2022,vendor.solutions.351@vendor.com,ACC-3166,SAP,Priya S.,Clean
VND-0494,Vendor Gamma 103,Logistics,Australia,AMER,Active,18/10/2022,26/07/2023,vendor.gamma.103@corp.net,ACC-1852,Oracle,James T.,Clean
VND-0463,Vendor Gamma 688,Marketing,Australia,APAC,Inactive,04/03/2024,28/01/2025,vendor.gamma.688@corp.net,ACC-2198,Manual Entry,,Clean
VND-0320,Vendor Omega 375,Operations,Singapore,APAC,Active,13/04/2024,20/05/2024,vendor.omega.375@gmail.com,ACC-2106,SAP,Anita M.,Clean
VND-0134,Vendor Tech 520,Logistics,USA,AMER,Active,07/07/2021,31/08/2021,vendor.tech.520@outlook.com,ACC-7022,SAP,Anita M.,Clean
VND-0794,Vendor Corp 753,Logistics,UK,EMEA,Active,03/09/2022,25/01/2023,vendor.corp.753@yahoo.com,ACC-2382,Legacy System,Anita M.,Clean
VND-0312,Vendor Alpha 713,Finance,Canada,AMER,Active,26/09/2023,15/09/2024,vendor.alpha.713@yahoo.com,ACC-8826,SAP,Ravi K.,Clean
VND-0597,Vendor Prime 171,HR,UK,EMEA,Active,12/08/2019,30/07/2020,vendor.prime.171@corp.net,ACC-3330,Legacy System,,Clean
VND-0681,Vendor Alpha 754,Logistics,Germany,EMEA,Active,14/04/2024,24/02/2025,vendor.alpha.754@gmail.com,ACC-4976,Oracle,Priya S.,Clean
VND-0001,Vendor Solutions 115,IT,Singapore,APAC,Active,03/07/2021,12/09/2021,vendor.solutions.115@gmail.com,ACC-9935,SAP,Sarah L.,Clean
VND-0317,Vendor Global 616,Operations,Singapore,APAC,Active,March 2020,22/03/2020,vendor.global.616@outlook.com,ACC-4366,Oracle,,Clean
VND-0694,Vendor Services 456,Operations,Australia,APAC,Active,25/03/2021,06/03/2022,vendor.services.456@outlook.com,ACC-4769,SAP,Anita M.,Clean
VND-0577,Vendor Prime 24,Finance,USA,AMER,Inactive,17/05/2021,,vendor.prime.24@corp.net,ACC-9573,Manual Entry,Sarah L.,Clean
VND-0932,Vendor Delta 430,HR,Singapore,APAC,Inactive,12/05/2022,25/10/2022,vendor.delta.430@corp.net,ACC-1380,SAP,Ravi K.,Clean
VND-0523,Vendor Zeta 669,Finance,Singapore,APAC,Active,08/06/2023,24/10/2023,vendor.zeta.669@vendor.com,ACC-6950,Legacy System,James T.,Clean
VND-0907,Vendor Global 839,FINANCE,Australia,APAC,Inactive,25/09/2023,19/03/2024,vendor.global.839@yahoo.com,ACC-4282,Oracle,Priya S.,Clean
VND-0353,Vendor Global 836,Marketing,Singapore,APAC,Active,17/06/2021,07/04/2022,vendor.global.836@vendor.com,ACC-6813,Oracle,Ravi K.,Clean
VND-0173,Vendor Corp 482,IT,Singapore,APAC,Active,10/03/2023,17/07/2023,vendor.corp.482@gmail.com,ACC-6850,SAP,Anita M.,Clean
VND-0126,Vendor Delta 969,Operations,India,APAC,Inactive,05/11/2024,08/04/2025,vendor.delta.969@vendor.com,ACC-1510,SAP,James T.,Clean
VND-0634,Vendor Epsilon 935,Finance,Germany,EMEA,Active,15/09/2022,28/02/2023,vendor.epsilon.935@vendor.com,ACC-8987,SAP,Priya S.,Clean
VND-0399,Vendor Beta 228,Finance,USA,AMER,Inactive,11/06/2022,12/01/2023,,ACC-7089,Manual Entry,Sarah L.,Clean
VND-0885,Vendor Solutions 330,Finance,USA,AMER,Active,07/09/2022,15/09/2022,vendor.solutions.330@yahoo.com,ACC-1033,Legacy System,Priya S.,Clean
VND-0091,Vendor Zeta 259,Finance,India,APAC,Under Review,14/07/2023,02/04/2024,vendor.zeta.259@gmail.com,ACC-9889,Legacy System,James T.,Clean
VND-0921,Vendor Ltd 810,Operations,Singapore,APAC,Active,18/06/2021,29/09/2021,vendor.ltd.810@vendor.com,ACC-4840,Legacy System,Ravi K.,Clean
VND-0182,Vendor Solutions 653,HR,UK,EMEA,Active,17/10/2020,01/11/2020,vendor.solutions.653@yahoo.com,ACC-8179,SAP,Ravi K.,Clean
VND-0275,Vendor Tech 140,Finance,UK,EMEA,Active,02/04/2021,03/12/2021,vendor.tech.140@outlook.com,ACC-3910,Legacy System,Anita M.,Clean
VND-0877,Vendor Corp 922,IT,India,APAC,Active,26/08/2021,05/05/2022,vendor.corp.922@corp.net,ACC-9264,Legacy System,Priya S.,Clean
VND-0070,Vendor Tech 625,Legal,Germany,EMEA,Active,17/07/2024,30/12/2024,vendor.tech.625@yahoo.com,ACC-8988,Oracle,Anita M.,Clean
VND-0292,Vendor Beta 245,Finance,India,APAC,Active,02/08/2020,20/04/2021,vendor.beta.245@vendor.com,ACC-7852,Oracle,Sarah L.,Clean
VND-0132,Vendor Beta 763,Legal,UK,EMEA,Inactive,03/09/2019,29/06/2020,vendor.beta.763@corp.net,ACC-6400,SAP,James T.,Clean
VND-0301,Vendor Gamma 804,Logistics,Canada,AMER,Active,01/09/2019,18/06/2020,vendor.gamma.804@outlook.com,ACC-9720,Manual Entry,Sarah L.,Clean
